O*NET-SOC Code,Title,Example,Commodity Code,Commodity Title,Hot Technology,In Demand
11-2021.00,Marketing Managers,Adobe Acrobat,43232202,Document management software,Y,N
11-2021.00,Marketing Managers,Adobe Acrobat Reader,43232202,Document management software,N,N
11-2021.00,Marketing Managers,Adobe ActionScript,43232402,Development environment software,N,N
11-2021.00,Marketing Managers,Adobe After Effects,43232103,Video creation and editing software,Y,N
11-2021.00,Marketing Managers,Adobe Creative Cloud software,43232102,Graphics or photo imaging software,Y,N
11-2021.00,Marketing Managers,Adobe Dreamweaver,43232107,Web page creation and editing software,N,N
11-2021.00,Marketing Managers,Adobe Illustrator,43232102,Graphics or photo imaging software,Y,N
11-2021.00,Marketing Managers,Adobe InDesign,43232112,Desktop publishing software,Y,N
11-2021.00,Marketing Managers,Adobe Photoshop,43232102,Graphics or photo imaging software,Y,N
11-2021.00,Marketing Managers,AdSense Tracker,43232306,Data base user interface and query software,N,N
11-2021.00,Marketing Managers,AEC Software FastTrack Schedule,43232306,Data base user interface and query software,N,N
11-2021.00,Marketing Managers,Airtable,43232306,Data base user interface and query software,N,N
11-2021.00,Marketing Managers,Amazon Redshift,43232306,Data base user interface and query software,Y,N
11-2021.00,Marketing Managers,Amazon Web Services AWS software,43232306,Data base user interface and query software,Y,N
11-2021.00,Marketing Managers,Apache Cassandra,43232304,Data base management system software,Y,N
11-2021.00,Marketing Managers,Apache Hadoop,43232304,Data base management system software,Y,N
11-2021.00,Marketing Managers,Apache Hive,43232304,Data base management system software,Y,N
11-2021.00,Marketing Managers,Apache Pig,43232304,Data base management system software,N,N
11-2021.00,Marketing Managers,Apache Solr,43232304,Data base management system software,N,N
11-2021.00,Marketing Managers,Apple Final Cut Pro,43232103,Video creation and editing software,N,N
11-2021.00,Marketing Managers,Apple Keynote,43232106,Presentation software,N,N
11-2021.00,Marketing Managers,Apple macOS,43233004,Operating system software,Y,N
11-2021.00,Marketing Managers,Armand Morin MultiTrack Generator,43232313,Transaction server software,N,N
11-2021.00,Marketing Managers,Asana,43233513,Cloud-based data access and sharing software,Y,N
11-2021.00,Marketing Managers,Atlassian Confluence,43231507,Project management software,Y,N
11-2021.00,Marketing Managers,Atlassian JIRA,43232201,Content workflow software,Y,Y
11-2021.00,Marketing Managers,Blackbaud The Raiser's Edge,43232303,Customer relationship management CRM software,N,N
11-2021.00,Marketing Managers,C,43232402,Development environment software,Y,N
11-2021.00,Marketing Managers,Canva,43232102,Graphics or photo imaging software,Y,N
11-2021.00,Marketing Managers,Cascading style sheets CSS,43232408,Web platform development software,Y,N
11-2021.00,Marketing Managers,Citrix cloud computing software,43232901,Access software,N,N
11-2021.00,Marketing Managers,ClearEDGE,43232306,Data base user interface and query software,N,N
11-2021.00,Marketing Managers,Constant Contact,43232303,Customer relationship management CRM software,N,N
11-2021.00,Marketing Managers,Database reporting software,43232305,Data base reporting software,N,N
11-2021.00,Marketing Managers,Database software,43232306,Data base user interface and query software,N,N
11-2021.00,Marketing Managers,Databox,43232306,Data base user interface and query software,N,N
11-2021.00,Marketing Managers,Delphi Technology,43231604,Financial analysis software,N,N
11-2021.00,Marketing Managers,Dropbox,43233513,Cloud-based data access and sharing software,N,N
11-2021.00,Marketing Managers,Drupal,43232408,Web platform development software,N,N
11-2021.00,Marketing Managers,Dynamic hypertext markup language DHTML,43232408,Web platform development software,N,N
11-2021.00,Marketing Managers,Eko,43232702,Desktop communications software,N,N
11-2021.00,Marketing Managers,Elasticsearch,43232304,Data base management system software,Y,N
11-2021.00,Marketing Managers,Evernote,43232104,Word processing software,N,N
11-2021.00,Marketing Managers,Extensible hypertext markup language XHTML,43232408,Web platform development software,N,N
11-2021.00,Marketing Managers,Extensible markup language XML,43232403,Enterprise application integration software,Y,N
11-2021.00,Marketing Managers,Facebook,43232107,Web page creation and editing software,Y,N
11-2021.00,Marketing Managers,Figma,43232404,Graphical user interface development software,Y,N
11-2021.00,Marketing Managers,FileMaker Pro,43232306,Data base user interface and query software,N,N
11-2021.00,Marketing Managers,Flipgrid,43232103,Video creation and editing software,N,N
11-2021.00,Marketing Managers,Fund accounting software,43231601,Accounting software,N,N
11-2021.00,Marketing Managers,GitHub,43232701,Application server software,Y,N
11-2021.00,Marketing Managers,Google Ads,43231514,Sales and marketing software,N,N
11-2021.00,Marketing Managers,Google Analytics,43232307,Data mining software,Y,N
11-2021.00,Marketing Managers,Google Docs,43232104,Word processing software,Y,N
11-2021.00,Marketing Managers,Google Drive,43233513,Cloud-based data access and sharing software,N,N
11-2021.00,Marketing Managers,Google Meet,43233502,Video conferencing software,N,N
11-2021.00,Marketing Managers,Google Slides,43232106,Presentation software,N,N
11-2021.00,Marketing Managers,HubSpot software,43231514,Sales and marketing software,Y,N
11-2021.00,Marketing Managers,Hypertext markup language HTML,43232408,Web platform development software,Y,N
11-2021.00,Marketing Managers,IBM Cognos Impromptu,43232314,Business intelligence and data analysis software,N,N
11-2021.00,Marketing Managers,IBM Domino,43232902,Communications server software,N,N
11-2021.00,Marketing Managers,IBM InfoSphere DataStage,43232403,Enterprise application integration software,N,N
11-2021.00,Marketing Managers,IBM Notes,43233501,Electronic mail software,N,N
11-2021.00,Marketing Managers,IBM Power Systems software,43233701,Enterprise system management software,N,N
11-2021.00,Marketing Managers,IBM SPSS Statistics,43232605,Analytical or scientific software,Y,N
11-2021.00,Marketing Managers,Instagram,43232107,Web page creation and editing software,N,N
11-2021.00,Marketing Managers,Intuit QuickBooks,43231601,Accounting software,Y,N
11-2021.00,Marketing Managers,JamBoard,43232102,Graphics or photo imaging software,N,N
11-2021.00,Marketing Managers,JavaScript,43232408,Web platform development software,Y,N
11-2021.00,Marketing Managers,Jupyter Notebook,43232405,Object or component oriented development software,N,N
11-2021.00,Marketing Managers,Kapwing,43232103,Video creation and editing software,N,N
11-2021.00,Marketing Managers,LAMP Stack,43232408,Web platform development software,N,N
11-2021.00,Marketing Managers,LexisNexis,43232309,Information retrieval or search software,N,N
11-2021.00,Marketing Managers,LinkedIn,43232107,Web page creation and editing software,N,N
11-2021.00,Marketing Managers,LogMeIn GoToMeeting,43233502,Video conferencing software,N,N
11-2021.00,Marketing Managers,LogMeIn GoToWebinar,43233503,Network conferencing software,N,N
11-2021.00,Marketing Managers,Lyris HQ Web-Analytics Solution,43232605,Analytical or scientific software,N,N
11-2021.00,Marketing Managers,Marketo Marketing Automation,43231514,Sales and marketing software,Y,N
11-2021.00,Marketing Managers,MarketSharp,43232303,Customer relationship management CRM software,N,N
11-2021.00,Marketing Managers,McAfee,43233205,Transaction security and virus protection software,N,N
11-2021.00,Marketing Managers,Mentimeter,43232106,Presentation software,N,N
11-2021.00,Marketing Managers,Microsoft Access,43232306,Data base user interface and query software,Y,N
11-2021.00,Marketing Managers,Microsoft Azure software,43232402,Development environment software,Y,N
11-2021.00,Marketing Managers,Microsoft Dynamics,43231602,Enterprise resource planning ERP software,N,N
11-2021.00,Marketing Managers,Microsoft Excel,43232110,Spreadsheet software,Y,Y
11-2021.00,Marketing Managers,Microsoft Office software,43231513,Office suite software,Y,Y
11-2021.00,Marketing Managers,Microsoft Outlook,43233501,Electronic mail software,Y,N
11-2021.00,Marketing Managers,Microsoft PowerPoint,43232106,Presentation software,Y,Y
11-2021.00,Marketing Managers,Microsoft Project,43231507,Project management software,Y,N
11-2021.00,Marketing Managers,Microsoft Publisher,43232112,Desktop publishing software,N,N
11-2021.00,Marketing Managers,Microsoft SharePoint,43232202,Document management software,Y,N
11-2021.00,Marketing Managers,Microsoft SQL Server,43232306,Data base user interface and query software,Y,N
11-2021.00,Marketing Managers,Microsoft Teams,43231507,Project management software,Y,N
11-2021.00,Marketing Managers,Microsoft Visio,43231518,Process mapping and design software,Y,N
11-2021.00,Marketing Managers,Microsoft Visual Basic,43232402,Development environment software,Y,N
11-2021.00,Marketing Managers,Microsoft Visual Basic for Applications VBA,43232402,Development environment software,Y,N
11-2021.00,Marketing Managers,Microsoft Visual Basic Scripting Edition VBScript,43232402,Development environment software,N,N
11-2021.00,Marketing Managers,Microsoft Word,43232104,Word processing software,Y,N
11-2021.00,Marketing Managers,MicroStrategy,43232314,Business intelligence and data analysis software,N,N
11-2021.00,Marketing Managers,Minitab,43232605,Analytical or scientific software,N,N
11-2021.00,Marketing Managers,MySQL,43232306,Data base user interface and query software,Y,N
11-2021.00,Marketing Managers,Nearpod,43232505,Multi-media educational software,N,N
11-2021.00,Marketing Managers,Nedstat Sitestat,43232605,Analytical or scientific software,N,N
11-2021.00,Marketing Managers,NetSuite ERP,43231602,Enterprise resource planning ERP software,N,N
11-2021.00,Marketing Managers,NortonLifeLock cybersecurity software,43233205,Transaction security and virus protection software,N,N
11-2021.00,Marketing Managers,NoSQL,43232304,Data base management system software,Y,N
11-2021.00,Marketing Managers,Online advertising reporting software,43232605,Analytical or scientific software,N,N
11-2021.00,Marketing Managers,Oracle Beehive,43231511,Expert system software,N,N
11-2021.00,Marketing Managers,Oracle Business Intelligence Enterprise Edition,43232314,Business intelligence and data analysis software,N,N
11-2021.00,Marketing Managers,Oracle Database,43232306,Data base user interface and query software,Y,N
11-2021.00,Marketing Managers,Oracle E-Business Suite Financials,43231604,Financial analysis software,N,N
11-2021.00,Marketing Managers,Oracle Eloqua,43232303,Customer relationship management CRM software,N,N
11-2021.00,Marketing Managers,Oracle Fusion Applications,43231602,Enterprise resource planning ERP software,N,N
